"MATR_ALUNO";"COD_CURSO";"ANO";"PERIODO";"COD_ATIV_CURRIC";"NOME_ATIV_CURRIC";"CREDITOS";"MEDIA_FINAL";"DESCR_SITUACAO";"TOTAL_CARGA_HORARIA";"FORMA_INGRESSO";"ANO_INGRESSO";"FORMA_EVASAO";"ANO_EVASAO";"SEXO"
"d30ffdd63bbb734f007e532dd968fc58aae8fc02fde3835d5f7862ff50f2660512483f385052e4c0f51db85b1f67b6be6b480f67dd42a24296b53a46d51f93dae659a48af0e9d8420e39ac8ee29f4f3f76a5a0f567296eb1f29ca299ea5c627bda90ebe340338f3564751ec9013992c6b79b8e57352e7674df3095657b02e861415ed2764d1311e9dbdc4d62687d1bf442d60669cbc324271a09c001c3159332039fcd3d07c550249a4569cfcb41390276f138b224152ca7f7969d6a1044f01305ec016f3e3499216627d6b3c08e050a53ddb0d51f1fb0a8855f4264450c06f4edfee42222762f24884085ab6eaa53fb276791c7be4e4969d420eb5a0ecf3767";"BAEQ";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;9.2;"Aprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Formado";2011;"F"
"3218b48e09d060a6113bd562a86ff7687c42c5bfc7cbab1be3adeb1bd746e1675e44197863037ac33839b33233f48bfd0f4f72d70a65a69637e31e0e73c5d97273eb85a1746f554fff62fd2ff6f9c22d3dc9834cc35eec17df6858cf0f1def14efb91871ea31c806b206fa92bd52b6f627008816cb2c054b78887b075dc5ce235f5e6dd6f17ce2eef0dbedace405cc1dcdda5532668f79c236a3eb660094ba613bdfc524faf5ccab03f87edb555a9eba54e3c92be542dbe58d49b7ba7822e13cbff291f17fdf3483a4204071b2e784e051f5c983a9f8f15fe0bb52c0483d4966b4ae81e17cff7dc471730260cda4916bcc70f828807d27beb3fb3dc01d4b6f44";"BAEQ";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"F"
"984b09f41dbcfd5b643e23102170f7b12714a5c9279b568de06472f6ba46d3141d0d53097fed2ce34296cab8a503a1b87d1120dede1c822de0ea5cf4a73b92c878bc0dfe1fc2c34936ea9a2e08f30b89eda7710f23c00f56597fe90bcd4161e77dae1492eaebff079d1a025ea3cf549c91d058e34c88163bc1fda3c3104dcbdad90847974f5cbbd6cb9676a4bcbcd8a7be6642c37e73e1b0a060a67801e1b7d0c7634665bd5a1f69a345dccac9993a9613d113cd10eda1239343bf4d7fa8181b7a3f86b56e18a4a281e8d239e95405b169c6e185cb83c3d781b75ad91e98066369e70ba2d37f896f5ee7c42727227cd1ff2202927cfae28745fb9625d5bd473e";"BAEQ";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";68;"Processo Seletivo - Vestibular";2006;"Formado";2012;"M"
"a3c6e8b03ba3b3098e5bad5ce5074468b65335377071c6f9dda70dee70d8f00a448dc362b7735faa38f5497a91f0e6950c7667a14c7db64b6f2ce9e0e0c01e9983166a60bc39588b4a7b739272d5d62fd9eb0c69daa7ded48176b8f3506160e79c33a1dc2735fc6c6b12ce4298294eaad31ab51b2633c9cad41daf5702044c499e23523bc9592f95566c9766666ebafaa11a6b5b381bff834992ae8a3ff3936b441bda3b468fa97612fdd235d79ceb9f3ac7322cf47fc3f2a5cc4d8e378aaf87bc9cc0a0ff5d69972f0e859976e00b2bc3dc61e24c07248ee168c9518a529f830a50aa7b5f7e7717c97a5f8878a6a768c9c8ab26a1b7d495721b26c88cb919d7";"BAEQ";2008;"1. Semestre";"10801";"DESENHO TECNICO I";4;4.5;"Reprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Formado";2012;"M"
"5b2548ed78c3dc591877c8860db30b85c477257a478014d0fe5ac98eddf9b00c613e000828741954df7f10f728b9fb600238870793f8e1169790d1be1f72395589cbfd2c9aeee75903cfbe7d10421f2c688011f1dbb0348841dd045d69b5895693516ae853a34da9d35cf170b4fd22ab7905b0691c47241651a3df30cbe7758e1c96eb8dbab8fe91bacd795fe82575eb176aaaea755544bbe752f7162f75ffce15622b9b9556119c7ce0c0dabf626f7a19e5a6a129434701a571aea5552c303dc73a4e91750896380e0420fde6cddca1248c37eca73b3179650b5024ba266498cca0979e668b39330b381e976a95451c6e7f5c43c972487d40c1b6bcfa1e1dce";"BAEQ";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6.3;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"M"
"2607172bb51149a09207303defdc11902b9b05a046555a1580372e1559a752f3606f10e38d15274c64d1138a3aa6f9ee6a73b345b769d6258dbc5208429bbc2f2b4e460af57eaa0b4a28aca40852b4957a92cc82cbfe05f409c496f10c76055cd41199be0c4d8f1456baa3664879355e8f83c81c448c6367e80b6c4c62213f5295e0ef5eb48d96e94f7a8dc7a428a7a2b3f1aaa1102c91ed2e7048efe9d01feaa90daf16724641ea4a33071c0c6a862048c5300c4eb11542a4aa657db0379218576e1e370c49a23dbed579636137c852e03c03d8f4ed75f39cda9d31b75eb61474e038a78c8db3060aa7dac8a297b9c7b9cc734743729030de8450f155df078b";"BAEQ";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;6.2;"Aprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Formado";2011;"F"
"030f43a43d9380628608f01905f3e8bb8aa1532a231831c96f59a91bb3d05ea198a8ffc63ba5e4c1a744421360d17832c1c58d9647004469fd55bdcc71c4879951f45d3febc75c7aa7dc3837f9509a19bfc2660aee0ec1fdef71b68ecc21ed57fbc73120bee3dcc5ea2e98c2db7208824897b94828930a9d35967311a28dda04aa67db7ec587fb69287df1f9a50e29e56b7cf32ec120d085dfd21c1282ea8f718af906c2c3bd56847cd5c3813e07b5f5bfd1c195b4c6a9057da4cd2ed95f2aaff5a014c34a7a1c5d3ab6dc39ad976a6325b901277a8b259cdef3729705203f9092c8066adf027b510072c3336968ffe79d5affa0f5206e44652d7fd9c664a70f";"BAEQ";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"F"
"44b4a95181474a39f76af6afe6c1fd730ed5ed0efd4b592040cba733fd2d1379269adb19947c9b2e8403d0ce8b10cc0d25ef821aa5c3cdb30f179ab7f276675e5c3c3add33fa7f44de5bfbe61a9639e5a1ca500a44210812edea7f121d897ad80e1bfc9581510f36aa23a80b0a7bbce3ca2a640c0bc3d005578ad35b2f4b829cd10f53948095c9613dd124f28b6f76ba29dfd438c2f7eee2547750d282ee69c1dba90190fe1586236c8021339afda3738d0a807c80e7eb563c4f1d17712067c3c11ed7cb484db2743da206928ab041b0c90fa9357f8565d6d761764e245c7676dc5faf104ea99592fdcff086e6f64f3e15edb5b8088b0462e02f364db6da35f0";"BAEQ";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;0.8;"Reprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Formado";2012;"F"
"be92a07354c5a165566a4f73253426f84b96635944efaeb598659964de2f445f90feb16c7329050867c8b31a1514da70090742770d7a256f887e4130f29065348048e4a4d5c9764baa07cc4ea2903a8098379d82ba58c4120e477aae4105e02500136dd4a403789d679a14abfd8062da2ce52e9bb093bcb48caac44616bfa6d8b20fbdb6f5197afc061d00f60ff797532017fadad6fb03ed5647d56a170834bda4f4664a490f9cc3018ce16406d30b405840812f54ff416f5971e460e7973bd3c0284fe4daf9290d912d4e0c5d81afae4097367e0c6ecec969a9828eaefe70532692c9312edfefff42f7b78dcda9ff8c24418d44220fc10ea08a2b521af30710";"BAEQ";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;4.6;"Reprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"F"
"55748cc9043a008877042f034113b94908f42615b7ccc67593496fd205ab8b0007dde3195eb9f00408917654454de433ae0c860969fc13530892ce8d5200338c9eac0c293f61c876dcc4980af078910ad2bf1ae26119cde15399e561de3921fba3155dd341b8da800dee72695f1d2f22547aea25329f024aaecba8d99a5ba76e7b88a2951660ef42d5a2e26a2182cbba49bb239edca5352d91ed09c79bbd1d7d958a5e8403b877499157bf80850d5d2dd8ba4c8f814741c5528e8e7922669c48cd77822627a90856f542e9169baa1e580320b574b7be3d765cb907d4cc6da667f418d87b169d088a1b6713ce5f8b4c3e3c03ff5671a831512a70aa37fd34f874";"BAEQ";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;3.5;"Reprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"F"
"4fff5fd38d1b7fb8dc1af064f9e4d4acbf9bc96057c7828242ca85deb35c2fd0842590d84eb07bc3bdc6dbeefd5db5abdd80d3a3f26790746e311e6a70dad69192478a1dd05dcae2d80bf37a869294ab566f526a3092838e598109fdc94c07d6c8087b9a4a8f6754ef6bc8512eb89dda13e15025f0851132f3ca28e1e458fdccb32582b3fda76019643d3bd398d52ed6d39d9e190e2d7891d8207a508e9028d6dbb92054519a79a9c38d4ab86479463000683a5d2515a05da5bd6338d5b3678fd35d1672b7e48c2fb1c763d6893666d5833cb6acb2024380af75a297233993a183a42e040922314a983791706176916e29d61c12d9b54b98ac42ae2bec3e755e";"BAEQ";2010;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Trancamento parcial";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"F"
"6150cdd36ea2c7faf5e49d6d45799f028354f7e4a67c2a5b2294fd27d5fd1eb2aae5c424e3b770abb64f37adda99964dc90e6e29d6ee3b06ae98bd4a6660563493d63958cd9ecf702edbccd02d5b8f6c9f647bcdb3d35eaacb939ffa85c41190ed6eb2ab9607b164f3236a0e63baa9b2473db152aabde8b5f06be944a8642b6572c130472fa08a15c2ac88e349c8ffe7383ee49a70110ad71375e6ff9ac0035b2bc2561cc7be623ed849cb39bf572c314b65f1f65235fab06b6e7fc1e9537569f973d5fd7916bd3f16349d9e22d0c6d428ae8b7cd271879038e34cd479790a9fb6d2f34bc06aaf85c4562a3875f5331b3832dbee06af009c90eeaef749a92d3e";"BAEQ";2011;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;2.33;"Reprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"F"
"05072a622df98fc7e85a3d6015bf180af561e7bb031cf62064e65780f0188b4414eed9a8f083f3739a82054647f7d262ea708f82096fc916cc3186aeb97eb5ebc8e877cd8be89f602ae6835766dec15a76831eb7c6af4e36fde41522ceb950a1c05d02ab9e5eb005cc7dcd549cefddd8326a8fa8a8e822520a86cbcb47166b7ca27475b0170ea68ac4fe05bf602c530e2d03f5d91684c9691a6d9e50a25378b23d2592bc6e34f40fc3c6f54c3ad2fefd2af344d325b5d53b7ac4d0163143ab8fd5b51c4bfeb6cdad94f935bfa0a00e9bdd6ef0a2fdff997af4f239aae2021491a8a7fc1975617ad0383c42deeaed1dae44ba07d0dbdf0f1f30c424684bc4a0b6";"BAEQ";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;6.5;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"F"
"2d9718640cd48486fd142717ece02716fa6ce1468a258eba9b61ebff3f7bd71ac033a7c24b3ce9d9673816dc25efd80c42891191ef74d782b01cdff397be32cc5cb4a5487e7895108cba0ce36015db43778bf84b6b4a1f2fbf2386aeee00bb66e71d00f68a9d53d5d50ab76ae3e9274ebe44a0206ce84c0c6e0f97510d1afc2ab8f5d5ae95845575ea981c6d7b1e0c8c5045a72b5e3c0503407523251e48f3445c5ed1eefa23cade2ce919a7a6ffb81d3a7d36e67f70d55b6673165627e518571c6feaeea6c30732de5adbe360c34d9d381b351ff8911a46d256f3883ca99795ca40a8109a16456296335af37fa2e3e118d00debbb164d4fa54b6609aa97161c";"BAEQ";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;7.3;"Aprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Formado";2011;"F"
"5a7bdb28512696c3eebe7fed5abd6ea6a42552cd528cdd48daa22a98b779a76af0cd4fd9091b986f1e413ea2ba9488d8015e0debdf54d7309c166a936a4f995d4bc5e6efc1149979c3b88a64876a7043496d532141407105b76bf24926a59a45a2dfc5922722d0a965a1a77cc72d660c06298b4e3341db5f2c82ee8222d0b2c25851dfdc406d8cce7ed196b79d1eb8dad7dbe6240b5425d7e4b7cb88e02bff74d5fa52ecb1c040fbc96d652e409e20f5c1f41a2a1ed990243ab68a70e66c4fb1471d4c9ec9834fb169984866f50493202cf92d7f1c5505c978411c1b7a57a3bbacafd41da801625698d3a0fe7983ead18d08abbf7b4d2da87da350b6e8ffdb09";"BAEQ";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"F"
"d685a7398aef43965f04e2d3fa37d4687d2d8975b54d1d92c4bd657f128bf56cbdd296a3200ebe0dd3a14f4c4cf1985edcfb0ecb6273eb499cfd4444fdcaa430678c61a626dcec052a8df5c6c12ec8883d941fd7eec2a3fd4484fe35559d8052a55e70ffd1607528ea52632fead916167923735e9fa7ec52af619b9d80c7f0fa8d824515c41c2c73fe59fb5238f5287f0e134f7aa23d65a69a571f4e64668d3d6f09644e180cf13093afbfae3c389794c45a8f487ff3ecf05e8891801a29e59e2ea69239579c80a749416db437bb1b283824e828bca331b98779007bb379c33f613509b7d3c4a258098dab59852e4c63551c292472d9186f3603ae9dcccecf62";"BAEQ";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;5.2;"Aprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Formado";2012;"M"
"71a3325a8eb8476977b5e4142ac08d3a0c0b875a9a2aedd21a646ebdda74ae005527362a5006106a899e07355bd1ba498b10dc246bc4fceea9b1145f90371b63bdbe5bbc005b5bea7620160b5b6d8268b8218a4d20d1f033636b75fb762cbbbb018d2353e6ea98be18d57a0e47943f11faa316a9c812e6d898cefe82c9d1a81ea3bcdbdfb1b8a9d2693ade1323c7dda730129aaafbffa7bad6db572d3056064341146e18b003b16c7e9f71d706f208b2eb2f4203a8ffc1be7722e2023441c5dcfad9f9cfc68809d8fdcc8624fd8e10f76211dd8de43724aa3ae756a127534e8dfec67ac8a464973026c755755e3e03dff1b564fb4be5ee23da00d916db958413";"BAEQ";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"M"
"772bdd3cf853cd9b95e8fffb3c1330c087ca64e0bd04a01b10c1d48ac3fd0356b8830d0d18c03dd519501069d21d3114a271cdcb2fbc6b8a436ef5c700c8e046602591f1e4b8df10c799b759ff0f5f55536f8de40b3d65014b87cb4274495549fd27b03c9a3fede62dac532a2ce4b650738a252adf1fd39f1b64732f1862d6831b0a3ae47706b2751cd3da47809d6784470cc6efd2498edd4e0c52f127c5124e6382aa2397f10fc0dbd1eaa345feea92e48c2c12aa7369850829834c20289e3d916b4c137c76356680d5d3864b6a970e4fd958e41adf0895d17edd71e2cac3a977904a017831fde6c9e46c14286d9bbcaa1e459c5b712dae35daccc80977a7a8";"BAEQ";2007;"1. Semestre";"10802";"DESENHO TECNICO I";2;0;"Trancamento parcial";34;"Processo Seletivo - Vestibular";2006;"Abandono";2013;"F"
"9225cb61e309c43f616a478cb7f9bf812a1daa4f6a5f65962834969d3b91a226e90db96692b113e8d86d372ffccaa3d2c2bc1b46eab1bb4328cd8f88d03becdf3dc8a2428496a830d64e4fd18de480cdeb0fb2e0a538dd2a5e90ba4da257eb9968997de6a5c2bb269cc98ef8a9757b2723cfe234e726b315040dcd36b9ce3edd69fad0c39ba446e4d4a15ade41675ce85c73699b486b51d948d8d7e084972b76a5f7af577cb1eeed47c735dd6bf781397a9d5e6304a518ac651cc2dd162409af9bc403e7c344a7fbb1da773837b43f1eb894b71e84a1e64752db157525c6dd3579db124263fdf82e8bf073c7c985abaa3a539432e824fc0dbc0a786bcd8e9e0d";"BAEQ";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;4.6;"Reprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Abandono";2013;"F"
"6657bb0e3fceeeaf5f66333615f165b94b2e44cae9c50bfc9718e74f77d93e82ff4eb8bedb28b7f661854d1dc7d9f1c4d0cd0b9577294a168e481b7dd51c479bb982c906bd08b297286943f4b9edecd38614ff07dc706a3d5de7fac7bcb5a862d2aafcab4adde2886b807a7c1f35e02029f0d4cd5a5d5d431ab4e012850f2b0d3daab8f9c375416e1f5b53a7865bdd46514bd2aa279ce9084d0800157527b2863025960237748be9b1e06df5fd9043b5e091f45af5f5488336743c8e1c654fe9d31cb744f01b9f77274cf8e1607252c2caf675dd58198cc804f7d7aa88de7a71b86fd29eff7018fba1be1283475e05298ea2e39ec386e5d22239f504c3de20b5";"BAEQ";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;3.5;"Reprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"38de161952bc45c2d5df62d606619e1f70903082d4fc1db1bf4b54c5349f2f846b9c40711962d12d7c5baef0e57342861ea24231c2aa4d10d73ea6a0b24ccde3e9df7c02f8463ae2645afbc7652c4a137075c2123ac4dd6f0f00a34aa47faa99a2abaaae0e57de8f0b5cf106819f1d345be9e30eb15832ee2cea950b4d6605ddf427f7171f04da2e9f0856da08b01a5c547a61873fcb61c4e79715218c1a2bb0332d841c5b1192d2c3e952d560229369d55ec837184d754867f46bbcacc00663dd1cfbd0ab0d0eba18079558a61e53b7d14c06afb32954e90852c50e9dec7f7675515f13bd5f946f4ddb283206c0e984a74f746cb1056f7fe776fe24b67d68ad";"BAEQ";2011;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"6917694e1d0bf3888c6d2c9de157876d149ff1e1f116d956cb3a6189cf16a140280742c77af2c1d7bbbca5eb91583ecc7e925fcfb1aa4a5e987c0700af5765602f69e4fc7faebee50200ff8659a0e6f648d0a1703ce99291e6f17f140cdd5ff2ea84b6dda526ed03c0e8e6301b90a5d9d38853e3197cc28a13c88870dcaf4b49fa921bbad173231c7c24c04d92e0703a6e20cbb4f902acf64a3e368e1ddf2f63b07829aca79efd1221dcc4f75ccfe7163db37bf271fb2536dbac6c3137b7f046baee372467c93a63884ab08a72cb8786884a2ea54e6320ff2cb9674e39813328c264174fb60679c0b11119c7e90cc4ab9b361eaa827428e936d08967ab3c7a21";"BAEQ";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;7.6;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"F"
