"MATR_ALUNO";"COD_CURSO";"ANO";"PERIODO";"COD_ATIV_CURRIC";"NOME_ATIV_CURRIC";"CREDITOS";"MEDIA_FINAL";"DESCR_SITUACAO";"TOTAL_CARGA_HORARIA";"FORMA_INGRESSO";"ANO_INGRESSO";"FORMA_EVASAO";"ANO_EVASAO";"SEXO"
"e0348ed8a7a826c83508a95cdd33ed95c55faf3b135049713434be0865846e62e73fda1f08a9ca7ac2af3b8c3da047efdd64ed0d1485d6721a323165bae73fda6a70c162727f62c962ad3a46b2d1fa6dcdcc142206cc2a5ba44b617101fcd345170352513029f06da577fa0278d2711067940696ad13119792faee0410d235fe901083a9b10305736ddf1454fa5762b1e1d898d05ebb8baaf4e28b658987a8abee166ec440ffb49b12f4dd993199036ef8eca04aa37010e0b30dd4218e7a4905481c4da100cc15623902a8e1e672332dcd38fd280d74a8ebd97ee34042347cf53455eb0ac8babf6eb4b6584c9e6094913b21cb617a1188e9e5759722cb5cda3e";"BAEP";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Desligamento";2015;"M"
"907f1adbb13ff4437e365546277ac8aa3aea982b7468c1be2bb4a59c1cf80c1633a91001eecbeab80f37e807bc31694bbb18820094def9b7611a02f719cd5eda975639ebb3cd78351efd9672eb771c2d9c0475ff67e76281a6a9bbc9380a72e80e481d85371ddb578cc3703d26cc059c6b5226ab1f3ca9167ee7f925d2afec07179fe09278496330540fca4f260b7a59f0b0102e9d2b277a26233b9e2dc9d999e0a5a451b5b1d16b584586870ca23638565498b3309f69baff4c2909a1317468aaa42076b613484720d76288a65194f1bd685f0305b661ec7ee65273fcf7a84f7acf2fdba1258354c1fff996b17501613b59ae0f6b765fa1342dfe5b2ba53d1c";"BAEP";2007;"1. Semestre";"10802";"DESENHO TECNICO I";2;0;"Dispensado sem nota";34;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"2d97a98f2755f8141020fa5f9c8cd430b53b6de025b07e751f9c839f215649d5094d7dbed98ea65d23d1803bf09ce15678019975271c8e451b9ff52f8e9dcf9c811173dc942e79275a82b745953e97c8537b8c178d4150fc14c8cfeeff21c935d07df94a591c34fbc6cf921686cbfa94f8ef6aded01c07cce43e7380d913d747a379823b020e43fa4f79d4c36531625f8f61a7bc3a7f8d8fa982dc55b0426c578428ae25cb1b5ea9ec3c37842c50d22dd085aa96e25901f3ce56d2593be11cf93d9ccabe8bcd25e5b411b052a13be5751e400c3e079bf68f72230fc4ebad60d76376939acb0ab70193dc3e92db0faa5ab204a5d2b8be4af26bb84324442e8b0b";"BAEP";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"319822f531dbad89846d97e7b05374f6e3cd01b3ccac731b2e069c7059df828ed142e2f98aa1f6b000d0aefea2d4bba6a2479e45757732803933d51690e3d878c3b760ed6a6bc29a601d7ee65425225677c32f7f6522dc151b2c2f720df36ef354ab00614e0bb32f704a1c92b3ada4b4d1926e9eba79dcdececea0cce260612942c63b51eb30ef8a0d89132459c7f3e0334816659513d3e9825228f8e81ce6ef835a86c058f62667231d5800164e37d79ee578c90b81d149e17f73ccf80431eb7fbee7b1602a288c838126930e633a686e3a82de02c96e24c0b38029bef2a91643eddcad3fdbf16d29cd21366555258ee1fcc383095f2e6c3476b6576fc652df";"BAEP";2007;"2. Semestre";"10802";"DESENHO TECNICO I";2;0;"Reprovado por Frequência";34;"Processo Seletivo - Vestibular";2006;"Abandono";2008;"M"
"5f2bec300cc4003b62020580b484c67c627ddb6420477d550f1769670bb1308341c77e8554b99da9fe097543c90241db59522a7b9ba775ecbf877a5c1a540717199f007456ebb26ebb1e213f76729c78467893eaca97fdc8232eb59d2234d0fbd3ffdc27f6155cf56da42a5b97dc62c40d7b67c746a8893725a46bd08b6d5c30fdcd8728723d55a7ecf6491c632bdd77e7015ab4f371b26c0826f7166be2f1ac525dea80797d4629df37e0b9e074bd3857d8c53305e4e2a9a25cc3162899476753d30481b2362d98250161ebe8a4b1633425d76561203d29919f67ef99f19243ce676a0b1c2db79ab43e1aec0787c7d11403bf74b7ec214e4cbc8013327137f5";"BAEP";2007;"1. Semestre";"10802";"DESENHO TECNICO I";2;8.3;"Aprovado com nota";34;"Processo Seletivo - Vestibular";2006;"Abandono";2012;"M"
"70324bd822d6701e532a40d82a13f694ceb0459124eb5ad4b1d607bc32355f780a15fbdbf8c667afa5c6b56f57220d67ff47af1c33e7798e12508044c6f149aca9cbccc6dff9345023c032dd218d4b8114a6ba1250399a4915c76fd64a5612e9745568b5ed54155d2813731f4274498f61d952a07e5fac1810a6795ab827c1d4e287febfe6c344303fe757d802875ab9a01bedd29fe66bdadc615a369ff4f7055c6d13faeb446c22dcbf30ecef718ff6310f38f633fbda09bc6202a70fa41082767ed4d42b9c7bcd8d56e0760edd52b965c46b78a63fd0277b0a6d3a512e7242d203240cf6c132d05bc11a92d8fe74415e2464814160346d37b59b7c7888a5ed";"BAEP";2008;"1. Semestre";"10801";"DESENHO TECNICO I";4;9.4;"Aprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Abandono";2012;"M"
"036dd1d7a67290ae7933809e27e83ebd02601ea802da5cd3a44378b6e0423796a62525febe832b0f6ea3a46a70555b5598f4e8764dfc44a6197d809868078d9d37cb96d6ea2f4aca3c6daedbba9cc87f2ef1cb3ac76edb19d590f15c5f851dff0112125ac5ab5d5fb9cde45bd8f6b1d494cea197fbd24bf3d079e9155968198649b219a14b55434ea99941dac563e701269df4213f2b1ad3d00882a6fa37c6d3ed255fee7e65b4050418794b0220df397433e2bfc73b784096687fc53360dd708719c11e036de165513cabb7150e34660b9e2a8144465a511fb1766c207e0fe1e22a4e95d629978590aed121926d44cf4b5d2e1463b7a62c72a4b2e48dcaa186";"BAEP";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Abandono";2012;"M"
"10120e6e6f59be8b6a9d1323747cf1a61e08631c2bf1795623e34c06841f835c93a2b1dbe733901de8c1ecd365dd8bfd270f381d0c4b2b62eb24e60c3f0a45c1188cbbcf21bd960fa46bcfb52b28173c307a93e5c261c1d21b1fec67736be9f6fb712cd4b44b09ec757482b6065394f909683e160790f5f99c60d0ecc0004977eb3d3d77952a7e7a39c86cb61568211f017b75e68a629d6e043f56fab680df1319d16d5e15f20f0ae1174db6c929bb996d92742ed5d36f0907e5283cabf4358b78bcc32f7ce0d230a906205c0f3ebb66a95593c0761fde8c725d9e4c1f7fd0a4bd95238db78bf92436fcae8c3a5a2a1fd9efacc0d914a6a1facf13e048e5ac98";"BAEP";2007;"1. Semestre";"10802";"DESENHO TECNICO I";2;8;"Aprovado com nota";34;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"54c37dcecaa4a871989b9fb06229a3095b5938093760dbf0c625c46b1cf3b657c3fde2387643ce187667d35fb644ce300c1fa5e050df39ffaccd92afd453fcaaecf44b7bb97d95c73bfa86d7cf9886c0cc3278d68d288100e3c946d986903c2715e4651bf9df834ca09d4a24ad7e3ccf64ebbf17b3db565af8d7b60dbb997daba6a96e98d60582db12eedcdf01f58d228952d7f1fa0cee924b52472b1fe8474d6931b5a77f3cde33eee6455a0886de5e7ad7db0db499ed24407046730ca23cbad95f833b78804642f8abed503d7185cbda57cb3b12656b853304218dc7cb62870d81036cc57f5c9c0d8aefd17763503c1a2bc40f14fb3054dbc10f39fdb58b87";"BAEP";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"9641f2652e253e7d98a736c84340abd079e3bc32b6f01658b40a6fd489cb42380405a9ef111d356734fe608ef4fc149873614d494d2ab65bda6eb9b7f03070e98774ec5f956a40ae50d5aea83f7eb76e2384c7c48065f0ea9feecfa50f53ddc1b17e279a57a2022cb0b583e723256a8afbce5c5bb93526f916601b46a10ae2cc763b98a845caae5df82eb3fc8e58aa7c2f2cec1f65f8c67e97937437e57d6a1612e78efebaeb89ba0c7b99480cb839cffa13c1519f7d9d7f2b8ee739e9c16cfdaacab79777d448f40adc3b4c7995c7e1b336c05e3ef256913ab12c6910abaebeca818ca0a12708c7e4cef5e4f56c05e8112ff1e8084e53ec900eb841b65d36a5";"BAEP";2007;"1. Semestre";"10802";"DESENHO TECNICO I";2;7.7;"Aprovado com nota";34;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"95c9de7ec3b52ab8e846ade3551eade1342b92e14ee69e514d006012f12604fc613efcf1b081d2ec8627d8fa86fe3566143e2ea5c3133f8eff7ce1770257d7d6cba083e3ce9acaba0286e5d5b4d9345bfd330158e9abf603ca83f5853ce64710dfb09b3997dd9bd2d0e73535dcd325d74589562e41af1ce13c7b73d3796d732cd10265f6f26bc895b379aba2c4cb0b120579cf0cbf89b7a0177d3cfb686440b5bf303825891252aa2484af5634383dd36ed85ebb5f928727cbbb5a7425f377c04c1aff9df748710240153cdf4f2e5539cd5039941d05f601c31e216ace15ac1416ceb4ca18d29ceb840d89c02c55031d4c0892e18da8955ffd843ea9b96843b7";"BAEP";2008;"1. Semestre";"10801";"DESENHO TECNICO I";4;8.7;"Aprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"dbb4f838acb2c3bd0ba0cdd3eb2ab026b5c09c8406b015774eb8856d8569974ba197e7ec2b4fbbaff628eabfbd0990ca486837110e224c1c4410cf1129889345df9d4e3dfe16c5906e3047b8da7488d7120ce6f308e9c8c5da8893143ca4a2cbaec8585af579b9dd2bf06f5ed54a95af9e4ee46113ae64757d68ac368e66f8e203bda5d0854c47a1edb1617326cb6aafa802588d5f8de5321baf8d4f9e3ebc56286fa7e4dcdc0710cb58fde245da7fbf8e609ee330107b36e29495191362741c5ccb98bcbd0862b021ee75b09fab9d05f1c1d967847b520451eebd12b8a34f2de3d55aa38f12e1f97711742e8eff0a217e317bc6bf65a20428e8b21a959ed5fa";"BAEP";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"dabcdc306500288ab51c9ceb0eb4f3f16a7824c85681b921356f5d2999fc4c2e93a6bdb81901142e06695c5d8f421eca35db451dbe306eca88cd2846cd14fa4280d4955787d5b403a50a793948b330e4bab1aef87f5cd5164689559c14fc395c69ae89daaeedaa4e67993108cbe43988cfd505816aec5086f5267d7e94dba56bcdcfd0841ff8aafc2de78f9704a0d88b8acdd4dfbd1dc7277aca34a64b0dd9d72774d984d229a39dc3bbde61270341917a6e47a4330b377bccca8d86ae6a2bc97398c135aa02d6c696c62b647ed0f8e8a64dd6ee8ce57738c9e7535f074a3596d2e4eae3b21323a45e9514008f9c6e8b3a28aa89d74b372567fc3f332336acdc";"BAEP";2007;"1. Semestre";"10802";"DESENHO TECNICO I";2;8;"Aprovado com nota";34;"Processo Seletivo - Vestibular";2006;"Formado";2013;"M"
"d35b894152168c31b91ab5ebd02d4031d939b6fc92c8549ba3f0d04df6ba3c64a5323be4256ae75a0085677e5edeb87b3ea474933966bd24091f74e2e3dac3ba5dc7bfddcb6b5a6498e9d47449b0c19ed98b4cb50e3d96bd59372607ade5c5dda443f3ab41db928f90f63758fed2f8f1a27a7305a45a1cfa28385e311d685fe6091fb7cc73061de9135030febbba389cc7d237b3e80170c0d11a1c20d23c6fbcc5ba671890e339b534b7ebfa4f095314bcabffb015511352cb8355f6a310674eb0fb0134f4f19d3a2ca71a3b3b651c98facb5a9990bf88d8e7592a7777fca5726934a23fe18f1429b2116fb4298a1793d8b3b40b675773b908502cd38dc8782d";"BAEP";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2013;"M"
"47293844786fb16cfde18449ab3eed981562ad454a87f967b5b320d6159d1766a8288934c3a26f702649085e303ddf36208f1739064b4c1b32ce5db123145b543b69f230ad913f294db22d278eed7aa424908249e1c30adaae6109983194a1ae126615c0d16557655cc482336f96271d0002cd335ac4eb94cb6ff2ca7bac7b203fe17ec51ce248907522e435f4cb496e833f88786bd46c4d2d36b3502c64a826f5693a0f43af9083dae22c3837dc1fa7bc6a20ae277326bc88ef882524f3587829f1a9cb48778c7beab97a37f628695fa55f489199d3716d6d75d038b211e57199c5067ae5932154a51c32013b73f5f8122b0dbea4665ee2a22cca1c65245768";"BAEP";2007;"1. Semestre";"10802";"DESENHO TECNICO I";2;8.3;"Aprovado com nota";34;"Processo Seletivo - Vestibular";2006;"Formado";2012;"F"
"32ac7b72105eae735b4bb471b505d1e9622488b3a0e5a2bf5556fdd7f21fde6a3d0f4ed5b8c192f3b8e791e796aee2541f7e3edf9e55cf99e732acafbd95bd55751f0c70cb627335db8d8bf63d243d1a9916a0d7b2d0d96a78b28f8afbea149802697fec622893d2d377aa1847e5b98da4442f1f7a619a42000b49100489f69571c6e1ac17d9dbfd8273240112fb7d6c32f0985aa5ae22265ac8c4384fc2da7c4e658f945fcf06ab1366581f794465cacf017eca924024e614f33dfb16fa5563c98333b69c714c591bbc61906fa82dab1b80d62acabdc3be2e98e952bbb4d7287b93261fc61b30134edaa1aba33771fd5e550f31fdfc6cd88e76af399096284b";"BAEP";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"F"
"2776aa00407399480a517e8373c254265d512d3f39afe6d01419644431aa2663f0ed8e9899558a7e9a7823f3692d7d22ad969dd6e658db1e8e5dce0a66a984ef47b825e705ae2b7a0c1e6551ab180673b7a209117f9de887737010449c8c50fc06e19ad6c87fcc7f36e65fd00596c37ce1138642992361ecb7c215cb465ce44564d163af5d6261dab12d30d5101821300d78a56c656829863b2c1a28ad2c75d49c64d003d3af9d71f39b28e8cc6d7226b3de14bc7c435eeccf3715b3bd1c7e3e399995fce2d3dcce05e78802f121f89271c290d338fa0e72ceddae072a23b0629f4da6c0dde4a4c66ea448cb7869a672683c8f3bbb6f88a7c4067ff850d3dacf";"BAEP";2008;"1. Semestre";"10801";"DESENHO TECNICO I";4;8.5;"Aprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Abandono";2011;"M"
"0411a0caf34c72f5695672c549f2f4d9473c8d2fd7484a5d4979002ae779eef23da8282d627e767feb89bc744a24b1922ba39acbe42250ee54752a4859c468f574e4d7a67531bbf8122c2bb72b2548d1ac549ea125ef57a3a7e5f153225ea2854ede6d48d0a2f9cc466918f143e9aadd141fda341ede26624418cb246cf82a75866e5f9d6be7afaa8d46f0be2fee23642ace2a70784477b306e92f36b64ba97563292dc8e12a9898abf285007923aa95bc69dfa009cc2b72498c9ace7b186e4b60759a1e464eac1ae2e8cb9351c0329e53244239a2b26296909ef6ae1027acef028b4caced61011eebed441e1e62d6faf4a61f9ec1f44efce6953188ea98078a";"BAEP";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Abandono";2011;"M"
"7d8c71847b509fec4ecb98610f57c4f2907ca043ec5ea649725e8fca5f1ad0b4b53185fd082306040df0d208be2ab734b10a626f8171d25c54d88aae8cf28d0c3a6333456ef24239fb4a55e3a1f49e08a7c173b89ebab2a450a41def8a4beb432680396e093bd04d1d9e83a03c2bc34268112f07a375ebcded6202d1d885858f68807a381b159a1556546908b37bd58b494a23a71c86e5099a7f3633e61d53704cd0783b8f6c8f6c487fc53cd690b92dd863762fe1d290735ff9cf6c1e9633b18cf5093d521ca719f9f68b2c21559df9eadb115b5c9474e6141af344c86700c3d57e033d9efda2e0fadeef124721b9b8a278ee140ea5c1fc4cb471a74fd78acf";"BAEP";2007;"1. Semestre";"10802";"DESENHO TECNICO I";2;7.3;"Aprovado com nota";34;"Processo Seletivo - Vestibular";2006;"Abandono";2008;"F"
"8f22406ca420a1d1b1847cbc18fd5d0418b09b80f4211e1bd4ef120a6327a28b30fdd1d07358cd7c5d4754ba234ddd925b146c992752aaaaa75de5d4b1d01b32ce01d2b1ce200945fa402eb263677358b95cb48a339287daec2e4e24bee70369291283278014d56ab380a2c251b6db73e9d119485af035cfe48bd8375878b11a05275a68fc922599233fb37177c6bf0965fe8f53ae373f8c8c4045daeb6539acdd558ea69f4f8b58b7ca47933a90c4526b2c70182b77dacf12dcd762a4ef00dd3e4f5e160e35ce9381e96e70d5d47c4c639e0c28a64db885300b217d133053baf803328870a6048a828f2d07f9a97b001e597d34482eb7a4d7acf7c47ef06c70";"BAEP";2007;"1. Semestre";"10802";"DESENHO TECNICO I";2;0;"Reprovado por Frequência";34;"Processo Seletivo - Vestibular";2006;"Abandono";2008;"F"
"486684d17e87d5b85a734e85a26e18f8d5a90318ddc100d8b19867ef90823cdc2f95b0ef7e8d18f9335642fcdbbcfecc6c4e6e09d70b10f7130ca6d53c5e8e7965f3f4e6c28d71911eb5c210e6d9002f8f31ebdffdf89ac60b51a88dea75b10eca4d11ec06350d2ad47dd93845e7ac7f69c261ff894605d03cbea68a2e9d88b9d51de7a026be9b4b30ce358dc92ee07a86e851a19c72ee12c37c9a29d249316ef9c9eed21edadc57ea93522036ddd4568c18a4388164a092d16eb2f728e8c9d865f1f33925b00ccb028bf38cf2c165e834a04de6d1932af2ff6183747be7b7564715b30ff03b8377759b02b3ec3b402e185c35582e6307ca277b9147bafe7e71";"BAEP";2007;"1. Semestre";"10802";"DESENHO TECNICO I";2;7;"Aprovado com nota";34;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"0e58822a49bfde5068ada4ee65f0a33f5a5dd3e7e6e7a1bd8dee9546502990697ea31f1d30ff553d8cde2ff23221e6311bfcb8846a6691353bea5243eb1ac1e6a7cc4a584dfc3afb2a35558ce91b8d482ef26fab4376e96ae9bbcf040e45f07efc066df01047df21ec1aec1016eac16b45517d6ca860b8b47d57f689c39950241478beead98e68fdecd23706aebf2770f505b547291d76e20511e0e875a35c7b9ddd45ac14057178a6115e6209c1e55f2f7d69891afb43e857234dca95467a5638591917403bfd3afbd6c5e7d3ba905e100d9024ea428940e9bdbad76365370ce250d7f86c6d77a1570c614ed8011d9346513ddb786df2a4bb11093149ecb2a1";"BAEP";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
